nwlrbbmqb the information published in this undergraduate calendar outlines the 
ueeubtegw the instructor department is to retain all examination papers 
gqxxbdxhe and term assessmentsnot returned to students for a period 
jxwsaqwpf one semester the grades due report formdistributed by enrolment 
iamrwqvru services of registrarial services will carry the due datefor 
qxandqmcr grades for each course the due dates are established 
rzyviytcy in accordance with theregulations of the senate must be 
lapsipezm submitted to enrolment services by the deadline stated on 
xwfrpctci the report the early submission of grades will assist 
jqkahmbfw in their processing thatare not received prior to the 
bazzmzogk release of student grades are reported as mark notreceived 
gnlskkzdz class lists are updated regularly on the class list 
dwdlhtyha for departmental download lists downloaded from the class list 
mkhilihkw web site list officially registered students in aclass the 
jbcvhpibb department must explain any to the list e g 
scgrfcutj in the case of a student whose name is 
pttsfdznr not on the list who has been attending class 
jxbfiekdl a student whose name appears on the list but 
blodgqjxw whom the instructor has no record instructors must not 
oupzjiudp grant an extension of to any student beyond the 
adcrozuuj final datefor submission of grades for that course must 
zgmkhazkg report students who donot satisfy course requirements by assigning 
rwfnmzell a of inc and noting incompletework on an incomplete 
oioditgzi coursework form coursework form instructors should only submit grades 
htersmfft for students who have their final workfor a course 
fggnxctnq if a student does not complete a final or 
urdfilwlt final assignment the instructor must enter inc incomplete on 
rtuzdofui the grade form andcomplete an incomplete coursework form for 
rbnnjvtwt the student the incomplete is available from the chair 
xrgnmzqth of the department departments must submit coursework form s 
epvzhouir along with the grade report form to enrolmentservices of 
iqnqjpgwa registrarial services the academic review sub committee willcontact the 
bpwwoqebc and or department chairs at the time of meetings 
guxnankzw if this procedure isnot the incomplete coursework form assists 
ztgsdwgwi the members of the academicreview in making their decision 
xcexfwvem the instructor must complete all sectionsof the form each 
liqpomnem student reported student s responsibilities students must have all 
colypfgik final completed and submitted to instructors by thedeadline dates 
fognnktkq indicated in the outline instructors cannot grant extensions beyondthe 
rhueteukv deadline for submission grades students who are unable to 
gzbsbpfbh satisfy the submissiondeadlines established the instructor and who wish 
mipxpfdcs special consideration for medical psychological or reasons should request 
ovegnlctg academic consideration refer toacademic consideration appeals department chair s 
inrdvqenu responsibilities the chair of the department student grades in 
wsvdffueu the designated area on the gradereport form the chair 
zhytxwxfl s signature indicates that he she believes that thegrades 
ijerstivo for that adhere to the academic regulations of senate 
acbuavsfc if the chair has reason to that the academic 
zzgwaqutp regulations of senate have not beenadhered to he she 
qsvdcehty will with the faculty member and if necessary the 
aduogyray collegedean if the chair such consultation still believes that 
pudrweaue the academic regulations ofsenate have been adhered to he 
sozhhtekv she must submit the grades without approval throughthe by 
lurjuufla a complete report the provost and vice president academic 
dcddrzglx will actto that the academic regulations of senate are 
knrqhipqr adhered to the department chair be available for consultation 
ivdgixxtu during the meetings of theacademic review the board of 
tzfwejbid undergraduate studies strongly encourages each chair at his her 
aqoyddrtk conduct a periodic review of the methods of assessment 
zlaqvxubh class averages grades and failure rates in courses offered 
rablwcssg by that department to ensure that the program counsellor 
ctqfvhvvm reviews the list of inc incomplete courses medicaldocumentation requests 
anfkmsmfo for academic consideration and counselling refer to deferredprivileges the 
mzrtsuugq program counsellor in conjunction with the reviewsub committee assigns 
wyifcdvhy deferred privileges where appropriate and forwards toenrolment services office 
eeuqejyqv of registrarial services registrar s enrolment services records the 
sdairbaku examination results notifies students of their viawebadvisor notifies program 
uhamfaukd counsellors of incomplete grades and records decisions refer to 
zimxotthx deferred privileges release of final grades university of the 
ehqczveim office of registrarial services to release the grades to 
gkwagfcsl the studentand record the grades on the student s 
coxhnfumw official university transcript all grades available through webadvisor students 
nidmmkcql who require an official copy oftheir report can request 
xvtlbfidl an official transcript upon payment of the transcript fee 
nffajtyri for students who have been advised by student financial 
dnxbcheov services office services that they are on academic sanction 
otmaqhvei will not be released by until notification authorization is 
dmnobswcd received indicating that the account has to the satisfaction 
rawcfjzhl of student financial services to receive grades students their 
incdevpgn sanction by the last day of classes students who 
ydrggftxh are required to will be notified at their mailing 
ntltknpmu address summer session grades are released two weeks after 
bndmvrobv the conclusion ofexaminations the grades and the continuation study 
lsbzreqzn status are considered to beunofficial until the end of 
wvkfidsdp the summer grade reassessment grade re assessment is the 
ftezwtdir process of reviewing the of grades or the methodsand 
wzsrmkulb criteria used to establish final grades for a in 
aedncyzji a course or misapplication of anacademic regulation the outcome 
cbmughyfd of a grade may be a grade increase agrade 
rknigoczb decrease or no change to the grade the of 
nvoqwsvlw errors or omissions in thecalculation of final grades will 
tlfcpgqjm result in the of a revised grade studentsnormally initiate 
xjucbgpln grade re assessments but may initiate this process however 
eomhdivvg instructors must not use the grade process to grant 
qrtmkgsoy extensions for submission of work beyond course grade deadline 
yehnbrhfu see academic consideration appeals and petitions change the continuation 
nvfcbvriy of study status improve the student s program or 
bfujvlcix specialization submit late grades see final grades calculation errors 
lcmjaqqpu or omissions students believe there have been errors or 
jyzdowlqz omissions in the calculation of their for a course 
ghjfkpbtm may request a grade reassessment they must submit a 
oyuljwzsz request in the chair of the department offering the 
skoounnzb course no later than the th class of thesubsequent 
mmtltdvan semester the request must pertain to work completed during 
mbhyrfteo semester students must also submit relevant assignments or tests 
reiswshko that have returned to them the chair shall forward 
wzqzncszx the student s request to the and the instructor 
vwxjiasgt shallrespond to the chair within five class days the 
xbynvcvna has the responsibility of ensuringthat the calculation and totalling 
pwmeulutz of marks accurate the instructor must reply to thechair 
yoawlwvwe in writing giving assurance the review is complete where 
yokrnoraj there is a change in the grade the chair 
txwvnvhrp signs grade reassessment form andforwards it to enrolment services 
vnjwnxwjk office of services the office ofregistrarial services will advise 
uhhahvmaj the student in of the change of grade if 
asljljijw there isno change to the grade it is the 
dqpsnedjr chair s to inform the student in writing methods 
chdndmudt or criteria used in establishing grades a student may 
pqtaqlmcz request a grade reassessment on the basis of the 
xkitpakjo methods criteria usedin establishing the final grades in a 
onzfpjkem course methods or criteria defined as the applicationof the 
wyqpqilsy assessment expectations the assessment and the grading standards asprovided 
wecxbohwd in the course outline assignment sheets any associated grading 
ignywczet rubrics usedin the course the assessment of work must 
ioyvlyncq be based on the criteria that areestablished in those 
vnjvmpajt documents if the believes that the methods and criteriaprovided 
otpubyjbu by the instructor do not comply the grading procedures 
layglneia established bysenate the grade reassessment request fall more appropriately 
fxcvsqepe under the proceduresfor misapplication of an academic see below 
wrnpgggcj students unsure of whichgrade reassessment process to follow seek 
elmbypbea advice from the chair director theirprogram counselling office or 
qliqqhvlz judicial services in the university secretariat students who have 
lsqpqiefq evidence methods or criteria as established by the course 
nlsysfntd outline assignment sheets any associated rubrics for the course 
cwhenuodk have been applied by theinstructor in unreasonable biased or 
vyywlsoci inconsistent fashion may request thechair director a grade reassessment 
wjnoyaiys the chair director shall review the gradingof any under 
nlnqnkatx question options in the course of the review include 
uhchcdfaq a leavingthe unchanged b increase the grade or c 
xpvhneucc lower the grade procedures for of the grade reassessment 
wkcraoeqd students who have evidence the methods or have been 
qsxppgswj applied by the instructorin an unreasonable biased or inconsistent 
xdlnaaijo should discuss their concern withthe instructor in writing via 
odqsbcvsc email as soon possible and no later than the 
jxvmpplfe thclass day of the subsequent semester if concern is 
sxcdwfojh not addressed and or under review within five working 
puqdivvdx days may submit the request in writing to the 
zypcjozxe chair director the request shouldbe copy of the assignment 
ojjtbivgg s in question email correspondence ifrelevant etc the chair 
dupkllbqw director reviews the course outline assignment sheets and and 
wlzvnzlpi requests the instructor to document the methods and criteria 
bqffeqqzt employed the assignment in question and respond to the 
avzgywykh student s concerns in writingto chair the chair director 
jlyhklify reviews the matter with the instructor and the independentlyand 
hsprufzbm determines whether there is sufficient evidence to reasonably a 
rslluimbi findingthat the methods or criteria have been applied by 
iztqkgquq the instructor in unreasonable biased or inconsistent fashion and 
bcycmqtfk if so whether a mutually solution canbe achieved if 
bemnygyjc the request from the student does not meet this 
hvdreekwr thechair director informs the student that the request is 
ronjpphtd denied the student the rightto appeal the decision of 
ynjkopydn the chair director to the senate committee studentpetitions if 
ebyjkwmcc resolved in step the chair director informs the and 
toymhmzrd faculty member ofthe grade change in writing via email 
qyzuwofje and submits an grade changeform to the office of 
whhmokkxx registrarial services ors if a cannot be obtained through 
glbiepiqx step and the chair director agrees thestudent meets the 
wpqcgodcn standard set out in section above the chair directorinitiates 
rhwvffert an assessment of the assignment by choosing a neutral 
oeqnmcovi assessorfrom the faculty of their department school or a 
gfbfesvia faculty member from anotherdepartment school provides the neutral assessor 
llcaelwbr with a clean ungraded copy of theassignment the outline 
cfkxvoojb assignment sheets and associated grading rubrics based on the 
sxyaffbkl provided by the student the faculty member and anyindependent 
uftuteztk assessor the shall determine whether or not the methodsand 
mslfwqqtm criteria employed were and will also determine whether or 
gjxhbwhec not thestudent s grade will change the communicates the 
phmaduuap decision to both the student and the facultymember in 
azillawtw writing email and if there is a change to 
pjsdpbazd the final grade thechair director submits undergraduate grade change 
wijaxqpyu form to the office ofregistrarial services the on student 
jswauvifi petitions misapplication of an academic regulation or procedure a 
jcbhrmzwe may make a request for a grade reassessment of 
bwfgunpvl their final grade in a course believe that there 
hkldvfzvz has been a misapplication of an academic regulation or 
wdfhojkyc the course misapplication refers to situations where an instructor 
zxydauiio has not grading procedures established by senate academic regulations 
xzlkhvvmq and procedures procedures students who believe that the misapplication 
amnakrfrh of an regulation or procedurehas affected or will affect 
qefsddqif the final grade in the should discuss their concernwith 
mqocpnoaw the instructor in writing via email as soon possible 
lvjcyxpyh and no later than the thclass day of the 
ifbqxhxpk subsequent semester if concern is not resolved within working 
chuivkyxb days the student may submit in writing to the 
lnbizztdx chair director of the department offering the course the 
qsxzdeavb should state the reasons for the request and include 
jsqvvzpfu availablesupplemental copy of the assignment s in question copy 
zdtdojeyi ofinformation posted to the website email correspondence if relevant 
drlchfzhk etc if the chair director has to believe that 
fjfgtayqv the instructor has not adhered to thegrading procedures by 
xgcthfpkv senate or other academic regulations of senate the chair 
ypuiunvzv director should with the faculty member and the associate 
aaengpumk dean academic for the college chair director and associate 
ulbrkhtgo dean academic determine the remedy based this type of 
avzwvqsdm grade reassessment may require additional consultationwith the and or 
fyncaoinu the office of the associate vice president academic todetermine 
yiikctlwg an remedy the chair director notifies the student bringing 
upmlqhmoc the request and other affectedstudents in writing via email 
cghqlfeoh if the remedy affects the class the informationis also 
uyvowfyhj posted to the course website and a communication may 
uufarxocp be required ultimately the provost and vice president academic 
vodzsjgiw may to take the necessaryaction to ensure compliance with 
nomuilryh the academic regulations senate the remedy established by the 
wxqgtnnte dean and in consultation with the above is not 
khgzeuefo subject to review by the senate committee on student 
nnwkanywx petitions courses graduate courses taken by undergraduate students will 
jowtmvluo not normally be to agraduate program at the university 
yijcuskww of guelph if the graduate course is for credit 
gabuoqtaq toward any undergraduate program requirement it cannot be subsequently 
gyodkcbdp for credit toward a graduate degree at the university 
yojmntxro courses taken while registered in the faculty of graduate 
peknkkqha studies cannotbe toward a baccalaureate degree program graduation a 
gacyidnnn baccalaureate programs a normally must be registered as a 
prqepgqev degree student in the program for the awarded however 
jbnxttjgf a student registered in an honours program may apply 
wxmwdozcy to a general program in the same degree or 
epmrgfhnu a different degree provided that all theconditions for graduation 
ndyjmcymv for that degree have been satisfied using the that 
txbytalqe is ineffect at the time of application a student 
briavxood with a non degree type is not consideredfor graduation 
tvqnkvovk however the student should check with program counsellor forinformation 
svwnovqnp up to of the requirements for a certificate can 
rahvbyfbv be applied towards adegree program specialization in order to 
cpjhkgays both a degree with a specialization and aspecialized certificate 
xoqhgnfvc program calendar requirements the conditions for graduation are regulated 
blrqctxzu by the programs program specificconditions for graduation are outlined 
xeyuipdsa in section degree programs students must satisfy the schedule 
lsafroxzw of studies requirements for calendar http www uoguelph ca 
lerphcgxh undergrad calendar in effect at the time of last 
zwivtntnx admissionto the program or at the time of any 
lspnfjnlb subsequent change in majors areas of concentration where students 
dkczvgqko select minors or areas of emphasis the used to 
uqnbrkknf determine theschedule of studies is the same as the 
zityvnqit calendar used for major changes in minors orareas of 
zvgcyqezm emphasis do not necessarily affect the used to determine 
npydkrsni the scheduleof studies students may declare a schedule of 
czxiyidzd from an alternate calendar if programapproval is obtained students 
spolqjttk who are on for academic misconduct will not be 
mzjaobyrn permitted to graduateduring the period of suspension academic residence 
pkaaoazya requirements i at least of the credits for graduation 
hdznwobjh by the student s program must betaken at the 
mdaypbkpq university of betaken at the university of guelph university 
lnjyftafk of guelph courses include taken on exchange and on 
agkdoocdk study abroadprograms and open learning program degree credit weight 
tgtasyctn letter of permissioncourses are not included equivalent students from 
ddcvosfoz the university of guelph or another university may a 
aogkrmvuc degree fromthe general program to the honours program to 
lyfvrlqtg obtain an honours recognition students may also upgrade a 
pvzebchws degree from the honours program by the of anadditional 
bbgacwion specialization to qualify for the honours equivalent these studentsmust 
ulhxwgctz be readmitted to an honours equivalent program all university 
qktwbqvfr of guelphcredits are eligible for consideration toward the degree 
zoqrrrztv from the honoursprogram to be granted an honours equivalent 
vbmlwxstw students satisfy the university of guelphresidence requirements in addition 
axpcnbxlc students satisfy the conditions for graduationfor the specified honours 
ngkhhyxaq program using calendar that is in effect at the 
qzlovnagj time ofadmission into the honours equivalent normally all degree 
zacvdznhp program regulationswill apply to the honours equivalent the students 
oeattjfcq who are granted the honours equivalent designation do not 
dbrvsshgp in aconvocation program but have the designation shown on 
wixfhajff their transcript may receivea new degree parchment upon application 
ksmzisadl subject to surrender of original degreeparchment and payment of 
liqborulj the appropriate fee note parchment applies toguelph graduates only 
pureqbcxl second degrees students from the of guelph or from 
cgqhrkvqu another university may graduate with asecond undergraduate from the 
nsaadiqhy university of guelph under the followingconditions a students who 
idmtsgnxz graduated with their first degree must apply to the 
obwbfdrow university ofguelph for to the second degree program a 
djmayhaym maximum of creditsmay be transferred the initial degree program 
iptjzzvur b in course university of guelph students may to 
dhqeytbzy graduate with two degrees atthe same convocation a maximum 
gtocwxqwv of may be transferred from thedeclared program to the 
xwukhlfsm undeclared program in a b the course content of 
gpgyuoqzm the second degree program must be substantially that of 
mcnkigzkd the first a second degree is judged to be 
ycbwaasmj substantially different if specializations are in different subject areas 
dtdpasxam as listed in section or the schedule of studies 
lslzennrx requirements are substantially different no more overlap this rule 
tsjyqmcmo is also applicable to different subject areas within same 
eganjvsav degreeprogram allowing for example a second b a or 
kyxylqmnw b sc degree to be as longas the criteria 
banzvfiwy are met b certificate and diploma programs to be 
wymketmre diplomas must be satisfied using the calendar that is 
ijhfvhfts in effect at the time of the general studies 
xfhthhjif program or the non degree category or at the 
qqbonbdzf time of the certificate or diploma students who are 
ymycujjbg granted a certificate or diploma notconvocate but have the 
sgzldhszq designation shown on their transcript c student s responsibilities 
ciyjyqmpf a student must submit a formal application in order 
nsfuqruun be considered as a candidate fora degree or diploma 
fgolyvmla at a specific convocation and early june an application 
vezlihjti forgraduation must be submitted by the student later than 
afxfupmoh the deadline for the specificconvocation period as specified in 
dkdqpjhci iii schedule of dates late applications willbe accepted with 
eqtemzexj the submission a late fee refer to section vi 
njcvlhssb schedule of fees following submission of application to graduate 
jfrsidwbu the student will receive confirmationof the along with information 
hiwpmnlsb on subsequent procedures an additional latefee will be in 
kyawmjyju those cases where changes are requested by the student 
ieplpudie after thedeadline as this will affect the printing of 
ggfdnpzfd the degree diploma parchment although the of registrarial services 
oqwrcwsyi will attempt to send an e mail to everypotential 
bzuyhynsp inviting them to apply to graduate via webadvisor for 
jxxngfvjt students myapplication graduation it is the student s responsibility 
miaqzqoqs to ensure that they application for graduation by the 
kktvmspmb published deadline dates in section iii dates specific applications 
pbtekrexz details are as follows application for a or diploma 
juiehsezr a student who is registered in the general studies 
wnkrzukui program or the programand who expects to complete the 
elufavahh requirements as set down in section xi the calendarfor 
tlhswbadk one of the certificate or diploma programs should contact 
tjjmgyyxy the learning andeducational support application for graduation from degree 
tjudpgaui an e mail inviting students to apply to graduate 
vupdqamiz via web advisor for students for graduation will be 
njcaellqr sent to each student registered in a general when 
mpqmkbgnq his her completed plus in progress credits equal credits 
mnmxljmqz or more students registered in an honours degree program 
nchmrsqrw when their completed plus in equal credits or more 
bdnvreldo all other students with an active academic wish to 
pjbfyrsvc apply to graduate may access my application for graduation 
dhscwwjkn on students students who are not currently active students 
cafycknzb must submit a application forgraduation form accompanied by the 
rkefbpjjp appropriate fee this form andinstructions for the completion of 
adkcguwiq the application are available at it is the responsibility 
srdhvfmwj of the student to submit the completed form prior 
yjibdthiw to publisheddeadline date application for honours equivalent a student 
xtfmtizxo who is in an honours equivalent program who expects 
tvwlpqqxl to completethe requirements as down in the calendar for 
wlhfktonw one of the honours programs shouldsubmit an for completion 
jvgfualgv of honours equivalent form available from theconvocation enrolment services 
thtkcqgog office of registrarial services the samedeadlines for to graduate 
wgdkcoria apply to the applications for honours equivalent chair s 
myoihlpof the department chair receives both the academic evaluations for 
pznkvvffx all students haveapplied for a degree with a specialization 
wnnemuhww administered by that department a listingof those students the 
xpgacgokn department chair or designate must review records todetermine if 
bbegsdtfa each student has satisfied general university overall program requirements 
okhoixbmj and specialization requirements each check to be reported on 
vvfuvwcvy the form supplied and the form is to be 
jllymocsh forwarded to counsellor by the date specified on the 
inmicwsqh accompanying memorandum if satisfies the requirements for the degree 
ptvaprhlm or diploma sought registrarial report the name of the 
dnjewwpvi student to the assistant vice president irp ifan applicant 
dxcmfpyqt fails to satisfy any requirement s registrarial services will 
xklebfzdw thestudent of that decision registrar s responsibilities enrolment services 
skhgnwrtv of registrarial services initiates an application forgraduation process for 
nksvorzcz appropriate group of regular and special students enrolment services 
rbrmybyee those applications received prior to the deadline and forwardsa 
ffhdarmgg confirmation both the receipt of the application and the 
iaafnkxla information supplied by thestudent advises students of the date 
pkdodgfqg and time of the convocation ceremonies enrolment forwards academic 
iommvrtyt evaluation and check sheets to department chairsto obtain on 
mkauuauap eligibility of the applicants enrolment services informs studentsnot by 
hzajoloeo the departments of the rejection and the reasons for 
ujgarwmfr it the convocation will present a list of all 
garzmdbjy recommended graduands to theassistant irp registrar for approval d 
dfatmztyq standing on graduation standing on is noted on the 
gmuxjedlx transcript for graduates as follows degree with distinction with 
caftgflhu standing cumulative average of less than standing is only 
qldooiqjx based on internal university of guelph academic record for 
qfvinjcks thedvm program standing on is based on the average 
gqeguglno of the marks received forthose courses completed after to 
savorgrhx the program graduation standing is noted onthe student s 
caizsnwab official after graduation has taken place the standing is 
fcnalfgrz not printedon the student s e notation on transcript 
mepaypxni official transcripts from the university of guelph not show 
egsdisljk that a degree has beenconferred until after the convocation 
zhkcpmprx letters confirmation of enrolment a student who requires a 
xxqwjwllx letter confirming at the university in a given semestershould 
diklosdrd make this request to enrolment office of registrarial services 
xfohgwrin letters of confirmation of graduation a who requires a 
gzefwbytm letter confirming graduation from the university should request to 
wgxtjhdxw the convocation clerk enrolment services office of registrarial letters 
ycpbawphc of permission a student at the university of guelph 
nbmajmeok who wishes to in a course for credit at 
hoftlmsex anotherinstitution and have that course considered a credit toward 
akuyixplx a university of guelphdegree must complete a request for 
magoojdos of permission form and obtain the appropriateapprovals as indicated 
pvjbcxhwi on the form prior to applying for admission to 
vqpsqbpqj the otherinstitution the form is in program counselling offices 
ogwnswtim at enrolment servicesand online at credit for successful completion 
dlbxcwgea of such courses will be granted at the ofguelph 
enwokndef if an appropriately completed and signed request for letter 
etwpjenww of formhas been presented to the office of registrarial 
ksgwxszuw services enrolment prior to thestudent s enrolment at the 
xbcyhpwvz other institution a student taking a on a letter 
lbethzpzj ofpermission is responsible for ensuring that the other forwards 
vmhtwzzvw the officialtranscripts directly to enrolment services office of services 
twrqwuswb if the transcriptfor the course taken on a letter 
iuwjgxpzh of permission is received by the th class day 
rqgalsher of thesemester following completion of the a grade of 
jfofzkypi f will be entered on the student sinternal academic 
sjgttbsdh record are required to complete the courses specified on 
ruiylaenn the request for letter form during the semester s 
zxtqgyelx specified on the form if the student registers semesters 
qkozeyfar or courses that are not approved by the university 
gswplrzme of guelph may need to apply for readmission the 
zqsmppfhv student should speak with their should they find themselves 
glifcuwdz in this situation withdrawals or non registration courses taken 
ukbnrtmig on a letter of permission must be verifiedby official 
fksjjldyc from the other institution any changes in the courses 
ufkplxatz takenmust have the program counsellor approval from the university 
upevlpwyi of guelph all courses for letters of permission have 
rmsyrcsdo been granted will be included in all thestudent s 
dgmgbtssf of the university of guelph but the name of 
psarppvka the host institution and the of credits taken will 
khasannae be listed note that courses taken on letter of 
ptjdyqpgt forwhich a grade of f has been either assigned 
lynqogshx or achieved will be listed as credit courses taken 
hchhpqhjr on a letter of permission will not count in 
wwtdmmmpl the student s averageor the student s cumulative average 
ehtxsslki students do not normally qualify a letter of permission 
tcpqlrzsi in the final semester oftheir degree program caution selecting 
qbsjyoeda courses to take on letter of permission you should 
rpseubxtt be aware thatyou not be able to get into 
rgfbbhqts the courses selected for instance courses may be have 
ktmslpkwp been removed from the schedule or may conflict with 
basbtkvxg other courses for you are encouraged to select more 
wxbpqiwsl courses than needed but indicate clearly request for letter 
fkfzuylpl of permission form the number of courses that will 
dbhschngb be if youneed to take a course not listed 
xbadyzepq on the form you should make every to contact 
omkatuhtr yourprogram counsellor in advance of registering in another course 
fggsjjzem order to obtain approvalfor the equivalent credit departments reserve 
grsjovmrt the to deny credit equivalency to acourse taken without 
lxldmzpos prior approval priority courses in cases where enrolment demand 
kvldcslud habitually exceeds course capacity and isdemonstrated need to restrict 
uthibycnm access to a particular cohort of students on a 
yzftmfest basis departments may request the implementation of course restriction 
fhhytelwg rules ensure priorityaccess to the appropriate student group s 
fjcjevqoy during the course process the systemwill provide a message 
rrnfpmnkz at the time of course selection for who do 
sprluasuu not meet theenrolment criteria in special cases the department 
ygselcgwi may the restriction byauthorizing entry to the course with 
dpwdgprne a signature on a waiver request form usingthe course 
fargsgzfc restriction waiver box departmental for course restriction rules must 
azzuxfods be directed to the co ordinator curriculum who will 
qjraogxuo determine if the request is acceptable and will thenwork 
mnbtsekzw the department or school to develop the appropriate enrolment 
sycwabvwz criteria that the restriction can be monitored in general 
clcxdoqee course restrictions should defined in the calendar course listings 
wbampnpkg so that students are advised in ofthe intended audience 
twhqqhupi for the course new restrictions or changes to restrictions 
xkeyprdov must be approved prior to the courseselection period in 
rezxccyot which are to be implemented prior learning assessment prior 
nfevzccrt learning assessment is a mechanism whereby students who have 
mliuiuahl acquiredsubstantial experience in a environment have an opportunity to 
skbndhocj challengewhether such learning is to a course s offered 
qczlqfpne at the university note p l a will only 
usvneixas be available a student if sufficient evidence is provided 
tabfulijq that the course materialwas outside a degree program at 
qxvzpxbbp a university a request to challenge a coursethat already 
isfmoxjbb been attempted at university will not normally be granted 
tabludnby p l a is open to students who simply 
ajjtzhoby wish to challenge a course students will to sign 
ncbfkwkyk a contract stating that the learning occurred other than 
jjomconpk in a not all courses are appropriate for challenge 
scnsdxcyy each department has the determining which of its courses 
lmzjbdnip may be subject to a p l a challenge 
juptdahpc the could include one or more assessment methods including 
yeskxwyrb standardized all these assessments require that the individual demonstrate 
vtzvenvqr to a member s that pre determined knowledge and 
afzsouhjz skills have been acquired the number of credits a 
irpmrvgbu student can challenge is for degree programs or the 
dzmgwhgso certificate requirement for open learners credits acquired through p 
vpemplohz l a assigned credit status crd and will be 
irijbbyns on the official transcript students to challenge a course 
wuwqzxcfu s should contact enrolment services to obtain form a 
knmyjbexs request must include a clear statement as to the 
plcqvvafw course s the to challenge an explanation of how 
cfjwbfuug the knowledge necessary for the course and any relevant 
swmmibaim supporting documentation to validate the claim requests forwarded to 
dokxfxzxv the appropriate department s for evaluation upon receipt of 
uyasahcyl the all the departments concerned enrolment services will inform 
jtfqldcxo the student any courses have been approved for challenge 
fzwscnezs if a challenge has been the department will determine 
bbqwxqyqq the nature of the assessmentand the deadline by time 
isotdhats the work must be complete it is the student 
dxrrdsqvu s responsibilityto contact department with respect to the details 
dbwxcxpbu of the assessment within three weeksof informed by enrolment 
fbkxlemgi services of being granted the privilege upon the assigned 
vgbqmbjde task s the department will inform the office of 
cvbyycuyg registrarial asto the student s success or failure of 
rpjmvlyuy the challenge those students a application for a challenge 
difnelqwz is reviewed by the faculty membersof the concerned and 
rfdvjyyiz who are subsequently denied the opportunity to challenge or 
cczjwoskl b fail a challenge examination may appeal the decision 
figenojau first to the chair of and subsequently if necessary 
wtqwkybij to the dean of the college chapter vi of 
bgrajwbus fees outlines the applicable fees for prior learning assessment 
qmcbukhya previously registered students must apply to admission services for 
yjashvlfg underany of the following conditions if they were required 
lgqukwmmh to withdraw their program for a period of two 
iodcesehm or moresemesters if they were suspended the university for 
qrmqpvtje academic misconduct if they have graduated from this and 
oumufukae wish to register in order to takeadditional courses if 
jorsyhwal they registered a program at another post secondary institution 
oeuculola and wish to returnto the of guelph if they 
lgmpugbro have not registered at the university of guelph for 
wdqcoevhe six more consecutivesemesters if they are attending the university 
cfenvkixe of guelph a letter of permission and wish tocontinue 
vnrwyzipu past the term of the letter of agreement readmission 
qtngrqwtf to a program at the university of guelph is 
cpogrtmhq not students who arerequired to withdraw must apply for 
wrpdmcwka readmission to the after completing theminimum two semesters of 
wurslkftd rustication students should section iv admissioninformation regarding appropriate admission 
vqzauqqbj requirements deadline dates applications for readmission should include a 
jpqbmjqpw statement which the basis forreadmission criteria used for readmission 
sniujdmbq may differ by academic studentsconsidering readmission should consult with 
ygjeebdgw the appropriate program regardingprocedures and criteria for readmission to 
txzcgovic that program students readmission must apply to admission services 
eatcthlnq office of registrarialservices centre level applications for readmission must 
qbugccrgg be submitted bythe deadline fee is payable at the 
tlnpgkqks time the application is submitted see section for thegranting 
efchmdaqy of credit while on rustication students who have been 
hdnatpwbt to withdraw and who take university credit coursesduring their 
ytbhomuds rustication will be eligible for up to credit provided 
gtcazkdgy theymeet the criteria for and the criteria for the 
ijogsuvsp transfer of credit studentsregistered for courses the open learning 
kqrfrmgya program are not permitted to attendcourses on campus who 
uufocatcz take university courses after the two semester rustication period 
dhidpttxl all these credits provided the student meets the criteria 
ntgdfwwnn for readmission criteria for the transfer of credit students 
ktnmqhrej who have been suspended for misconduct will not receive 
txmucvefl anycredit for courses taken during the suspension note this 
xzkjmdrrl policy applies to any university credit course taken during 
ppyfztsnj the registration a student is considered as registered for 
agolznzwq a particular semester when courses to beattempted for that 
vaviywsjl semester have been reported to the no later than 
ycelrujwv the end ofthe add period and financial arrangements to 
erlotreer student financial services have been made for the associated 
renjbphjp tuition and fees coincident with the registrationprocess students may 
ddaqdcvow complete other arrangements with the university such asreporting of 
rzuoelzue address information payments meal card contracts parking permits and 
ryjkrpzds receipt of identification the university reserves the right to 
okdgpggim disallow registrationuntil all deferred are complete and the student 
ldahwcbki s final standing is calculated in course all in 
nkctdccnv course students must complete the registration procedures prior to 
tmylckoic the as published in section iii schedule of dates 
xrkjcpljl while advance billings will available on webadvisor to students 
nmxvbhzvm who haveindicated an intention to in a particular semester 
bzzztnzgs it is the responsibility ofall in course and students 
kvcoutadx to ensure that satisfactory arrangements aremade with student services 
poicevzbw prior to the deadline students who have notreceived the 
jbtvetxdm advance should contact student financial services in order tomake 
mdseppjfj payment for registration after the deadline date will be 
cfocwfkyl assessedan additional late fee students who are readmitted will 
fzmeipzgw be advised of registration procedures shouldbe directed to enrolment 
sdzgrebwv services office of registrarial services in course students who 
shaelhsnd complete the registration procedures are advised that is conditional 
xydifdxll on their eligibility for continuation of study into that 
mltifwkoo student who is required to withdraw will not be 
qpmohtqng allowed to attend classes the be cancelled and an 
ygudfshqz appropriate adjustment automatically will be applied to account see 
knlvbyrmf also withdrawal the university reserves the right to until 
nwtdoircs all deferred privileges are complete and the student s 
mtfttnnwt final standing the procedure is as follows approximately weeks 
hdjinyvlz before the deadline a statement is available onwebadvisor to 
tclbrjuxa students who have selected courses after the deadline will 
docxdxews be assessed a late registration fee general system students 
slpluuwek fees the registration procedure is conducted through webadvisor registration 
uaxtvbhws procedurewill allow all in course students to complete their 
